вопрос,варианты_ответа
Подтверждение оплаты,"['Подтверждаю платеж', 'Подтверждаю единоразовую оплату по спец. условиям ', 'Нужен звонок (вопрос счета/ссылки, способа оплаты, сложность с тех. проведением платежа)', 'Нужен звонок (сложности с оплатой в срок, запланированная пауза, непредвиденные обстоятельства)', 'Другой вопрос']"
